id,original_title,GenList,vote_average,For Genre,vote_count,Scores
164,Breakfast at Tiffany's,"['Comedy', 'Drama', 'Romance']",7.6,Comedy,1082.0,7.032642397878696
19908,Zombieland,"['Comedy', 'Horror']",7.2,Comedy,3655.0,7.032107086129641
9340,The Goonies,"['Adventure', 'Comedy', 'Family']",7.4,Comedy,1563.0,7.012762080713122
3034,Young Frankenstein,"['Comedy', 'Science Fiction']",7.7,Comedy,880.0,7.012394121144675
265195,Relatos salvajes,"['Drama', 'Thriller', 'Comedy']",7.7,Comedy,878.0,7.0113459414512995
10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5,Comedy,1206.0,7.0020035824293325
19913,(500) Days of Summer,"['Comedy', 'Drama', 'Romance']",7.2,Comedy,2993.0,6.999674897923579
8321,In Bruges,"['Comedy', 'Drama', 'Crime']",7.4,Comedy,1414.0,6.981539975748975
9277,The Sting,"['Comedy', 'Crime', 'Drama']",7.9,Comedy,639.0,6.977060461494972
82690,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']",7.1,Comedy,4656.0,6.973651448955619
4951,10 Things I Hate About You,"['Comedy', 'Romance', 'Drama']",7.3,Comedy,1768.0,6.96852219581476
525,The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']",7.5,Comedy,1092.0,6.96480070457674
11970,Hercules,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",7.3,Comedy,1741.0,6.964407298935219
9428,The Royal Tenenbaums,"['Comedy', 'Drama']",7.4,Comedy,1317.0,6.958358580916108
425,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']",7.1,Comedy,3954.0,6.953437984317253
284,The Apartment,"['Comedy', 'Drama', 'Romance']",8.1,Comedy,498.0,6.9442981493391684
68,Brazil,"['Comedy', 'Science Fiction']",7.6,Comedy,877.0,6.943925152695732
22538,Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']",7.2,Comedy,2185.0,6.93787165910046
184,Jackie Brown,"['Comedy', 'Crime', 'Romance']",7.3,Comedy,1580.0,6.937579878442951
433,Mary Poppins,"['Comedy', 'Family', 'Fantasy']",7.4,Comedy,1217.0,6.931608646386496
901,City Lights,"['Comedy', 'Drama', 'Romance']",8.2,Comedy,444.0,6.92378801273816
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7.1,Comedy,2978.0,6.911514031413864
82693,Silver Linings Playbook,"['Drama', 'Comedy', 'Romance']",7.0,Comedy,4840.0,6.886288561847574
1542,Office Space,"['Comedy', 'Crime']",7.4,Comedy,1068.0,6.885143725155862
696,Manhattan,"['Comedy', 'Drama', 'Romance']",7.8,Comedy,600.0,6.884222316425632
93456,Despicable Me 2,"['Animation', 'Comedy', 'Family']",7.0,Comedy,4729.0,6.883843865036627
382591,Demain tout commence,"['Drama', 'Comedy']",7.6,Comedy,765.0,6.882640429678152
251516,Kung Fury,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']",7.6,Comedy,762.0,6.880841032762628
24238,Mary and Max,"['Animation', 'Comedy', 'Drama']",7.8,Comedy,596.0,6.880665898236995
771,Home Alone,"['Comedy', 'Family']",7.1,Comedy,2487.0,6.879830837105136
198277,Begin Again,"['Comedy', 'Music', 'Romance', 'Drama']",7.3,Comedy,1285.0,6.875384453277547
140823,Saving Mr. Banks,"['Comedy', 'Drama', 'History']",7.3,Comedy,1256.0,6.868098150996511
203801,The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",7.1,Comedy,2306.0,6.865286815760621
11688,The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,Comedy,1544.0,6.852925113844339
187017,22 Jump Street,"['Crime', 'Comedy', 'Action']",7.0,Comedy,3375.0,6.84255339332741
324849,The Lego Batman Movie,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,Comedy,1473.0,6.840003080851654
856,Who Framed Roger Rabbit,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",7.2,Comedy,1466.0,6.838676776412687
134,"O Brother, Where Art Thou?","['Action', 'Adventure', 'Comedy']",7.3,Comedy,1144.0,6.837443520395504
116745,The Secret Life of Walter Mitty,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",7.0,Comedy,3213.0,6.8355596038344135
350,The Devil Wears Prada,"['Comedy', 'Drama', 'Romance']",7.0,Comedy,3198.0,6.83488047224232
594,The Terminal,"['Comedy', 'Drama']",7.1,Comedy,1974.0,6.832926027900375
492,Being John Malkovich,"['Fantasy', 'Drama', 'Comedy']",7.3,Comedy,1124.0,6.8315056965238155
257211,The Intern,['Comedy'],7.1,Comedy,1926.0,6.827494014908519
129,千と千尋の神隠し,"['Fantasy', 'Adventure', 'Animation', 'Family']",8.3,Family,3968.0,8.035594246975036
105,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",8.0,Family,6239.0,7.845090045734168
8587,The Lion King,"['Family', 'Animation', 'Drama']",8.0,Family,5520.0,7.826383250786716
150540,Inside Out,"['Drama', 'Comedy', 'Animation', 'Family']",7.9,Family,6737.0,7.761900135989974
12445,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']",7.9,Family,6141.0,7.749381882157278
14160,Up,"['Animation', 'Comedy', 'Family', 'Adventure']",7.8,Family,7048.0,7.673441041858341
10681,WALL·E,"['Animation', 'Family']",7.8,Family,6439.0,7.662226956959713
177572,Big Hero 6,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",7.8,Family,6289.0,7.6591530381056225
673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'Family']",7.7,Family,6037.0,7.560374884126735
862,Toy Story,"['Animation', 'Comedy', 'Family']",7.7,Family,5415.0,7.545526735370851
269149,Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']",7.7,Family,4961.0,7.532527502351085
8392,となりのトトロ,"['Fantasy', 'Animation', 'Family']",8.0,Family,1730.0,7.52231325100929
12,Finding Nemo,"['Animation', 'Family']",7.6,Family,6292.0,7.472121004338998
10193,Toy Story 3,"['Animation', 'Family', 'Comedy']",7.6,Family,4710.0,7.432792744009352
671,Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy', 'Family']",7.5,Family,7188.0,7.392847792598282
585,"Monsters, Inc.","['Animation', 'Comedy', 'Family']",7.5,Family,6150.0,7.375954719803175
674,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy', 'Family']",7.5,Family,5758.0,7.36810172402844
12444,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy', 'Family']",7.5,Family,5708.0,7.367027983585819
82702,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",7.6,Family,3163.0,7.36088014322605
2062,Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.5,Family,4510.0,7.3348070135890175
10191,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']",7.5,Family,4319.0,7.328168709275006
1585,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",8.0,Family,1103.0,7.327446893418416
28178,Hachi: A Dog's Tale,"['Drama', 'Family']",7.7,Family,1769.0,7.28987102822701
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy', 'Family']",7.4,Family,5966.0,7.279169667997516
675,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy', 'Family', 'Mystery']",7.4,Family,5633.0,7.272537642192864
137106,The Lego Movie,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.5,Family,3127.0,7.270650344056193
767,Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy', 'Family']",7.4,Family,5435.0,7.268237497901534
9479,The Nightmare Before Christmas,"['Fantasy', 'Animation', 'Family']",7.6,Family,2135.0,7.265194968931141
9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",7.4,Family,5290.0,7.26489969866948
10020,Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",7.5,Family,3029.0,7.264159940855936
10674,Mulan,"['Animation', 'Family', 'Adventure']",7.6,Family,2089.0,7.259090715491123
165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7.4,Family,3926.0,7.222634375042226
812,Aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",7.4,Family,3495.0,7.203177876096744
38757,Tangled,"['Animation', 'Family']",7.4,Family,3419.0,7.199295581412953
109445,Frozen,"['Animation', 'Adventure', 'Family']",7.3,Family,5440.0,7.175738146949966
2493,The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",7.6,Family,1518.0,7.159367763926283
10386,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",7.6,Family,1470.0,7.148259388226945
808,Shrek,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.3,Family,4183.0,7.1419072720779955
863,Toy Story 2,"['Animation', 'Comedy', 'Family']",7.3,Family,3914.0,7.132126466233695
140420,Paperman,"['Animation', 'Family', 'Romance']",8.0,Family,734.0,7.114970783548035
277834,Moana,"['Adventure', 'Animation', 'Family']",7.3,Family,3471.0,7.11308217034164
601,E.T. the Extra-Terrestrial,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",7.3,Family,3359.0,7.107562846080702
259316,Fantastic Beasts and Where to Find Them,"['Adventure', 'Family', 'Fantasy']",7.2,Family,5612.0,7.086451517562703
10515,天空の城ラピュタ,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",7.8,Family,877.0,7.077716151932954
313297,Kubo and the Two Strings,"['Animation', 'Adventure', 'Family']",7.7,Family,982.0,7.061925053096119
630,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",7.4,Family,1689.0,7.035744642102735
9340,The Goonies,"['Adventure', 'Comedy', 'Family']",7.4,Family,1563.0,7.012762080713122
20352,Despicable Me,"['Animation', 'Family']",7.1,Family,6595.0,7.008505601818765
10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5,Family,1206.0,7.0020035824293325
9444,Anastasia,"['Animation', 'Family']",7.4,Family,1481.0,6.996180613673162
399106,Piper,"['Family', 'Animation']",8.2,Family,487.0,6.983372285759071
82690,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']",7.1,Family,4656.0,6.973651448955619
11970,Hercules,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",7.3,Family,1741.0,6.964407298935219
425,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']",7.1,Family,3954.0,6.953437984317253
433,Mary Poppins,"['Comedy', 'Family', 'Fantasy']",7.4,Family,1217.0,6.931608646386496
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7.1,Family,2978.0,6.911514031413864
12429,崖の上のポニョ,"['Animation', 'Family']",7.5,Family,953.0,6.9111650145523456
14836,Coraline,"['Animation', 'Family']",7.3,Family,1432.0,6.908834874160828
10144,The Little Mermaid,"['Animation', 'Family']",7.2,Family,1921.0,6.908486571203442
93456,Despicable Me 2,"['Animation', 'Comedy', 'Family']",7.0,Family,4729.0,6.883843865036627
102651,Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",7.0,Family,4607.0,6.881032706840727
771,Home Alone,"['Comedy', 'Family']",7.1,Family,2487.0,6.879830837105136
110420,おおかみこどもの雨と雪,"['Animation', 'Drama', 'Family', 'Fantasy']",8.0,Family,483.0,6.872721783188773
11688,The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,Family,1544.0,6.852925113844339
62211,Monsters University,"['Animation', 'Family']",7.0,Family,3622.0,6.852141487964523
15121,The Sound of Music,"['Drama', 'Family', 'Music', 'Romance']",7.4,Family,966.0,6.847632767988646
324849,The Lego Batman Movie,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,Family,1473.0,6.840003080851654
856,Who Framed Roger Rabbit,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",7.2,Family,1466.0,6.838676776412687
81188,Rise of the Guardians,"['Fantasy', 'Animation', 'Family']",7.1,Family,1981.0,6.833700155355737
9325,The Jungle Book,"['Family', 'Animation', 'Adventure']",7.1,Family,1791.0,6.810959943902968
9023,Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",7.4,Family,870.0,6.8069676956933325
37135,Tarzan,"['Adventure', 'Animation', 'Drama', 'Family']",7.1,Family,1715.0,6.800737959601723
252,Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy']",7.4,Family,826.0,6.786258631098495
2270,Stardust,"['Adventure', 'Fantasy', 'Romance', 'Family']",7.2,Family,1215.0,6.783678517394849
44826,Hugo,"['Adventure', 'Drama', 'Family']",7.0,Family,2197.0,6.772058485436755
9502,Kung Fu Panda,"['Adventure', 'Animation', 'Family', 'Comedy']",6.9,Family,3231.0,6.748208970036591
11544,Lilo & Stitch,"['Animation', 'Family']",7.1,Family,1371.0,6.743704085974573
10112,The Aristocats,"['Animation', 'Comedy', 'Family', 'Adventure']",7.1,Family,1287.0,6.72631369853812
51739,借りぐらしのアリエッティ,"['Fantasy', 'Animation', 'Family']",7.4,Family,701.0,6.718665969325203
9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",7.2,Family,980.0,6.714487889097669
321612,Beauty and the Beast,"['Family', 'Fantasy', 'Romance']",6.8,Family,5530.0,6.713998302344752
788,Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']",7.0,Family,1638.0,6.71056268107341
8844,Jumanji,"['Adventure', 'Fantasy', 'Family']",6.9,Family,2413.0,6.704596373440149
35,The Simpsons Movie,"['Animation', 'Comedy', 'Family']",6.9,Family,2335.0,6.699092045931422
12092,Alice in Wonderland,"['Animation', 'Adventure', 'Family', 'Fantasy']",7.0,Family,1557.0,6.698787481257712
228326,The Book of Life,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7.3,Family,778.0,6.697760623089195
127380,Finding Dory,"['Adventure', 'Animation', 'Comedy', 'Family']",6.8,Family,4333.0,6.692403162404888
10693,Peter Pan,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']",7.0,Family,1380.0,6.669396844092671
408,Snow White and the Seven Dwarfs,"['Fantasy', 'Animation', 'Family']",6.9,Family,1973.0,6.668876558032449
756,Fantasia,"['Animation', 'Family', 'Music']",7.2,Family,831.0,6.657301087102058
5123,August Rush,"['Family', 'Drama', 'Music']",7.2,Family,821.0,6.652976792975382
2899,Astérix & Obélix Mission Cléopâtre,"['Family', 'Fantasy', 'Comedy', 'Adventure']",7.2,Family,782.0,6.635432463144822
76492,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.8,Family,2622.0,6.632161608371762
11886,Robin Hood,"['Animation', 'Family']",7.0,Family,1155.0,6.622583936553873
49519,The Croods,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",6.8,Family,2447.0,6.621966634912914
1265,Bridge to Terabithia,"['Adventure', 'Drama', 'Family']",7.0,Family,1146.0,6.620434098217787
9487,A Bug's Life,"['Adventure', 'Animation', 'Comedy', 'Family']",6.8,Family,2379.0,6.617662948874548
335797,Sing,"['Animation', 'Comedy', 'Drama', 'Family', 'Music']",6.8,Family,2363.0,6.616619905321453
62177,Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",6.7,Family,4760.0,6.60960451967349
10895,Pinocchio,"['Animation', 'Family']",6.9,Family,1412.0,6.598638068897132
129,千と千尋の神隠し,"['Fantasy', 'Adventure', 'Animation', 'Family']",8.3,Adventure,3968.0,8.035594246975036
1891,The Empire Strikes Back,"['Adventure', 'Action', 'Science Fiction']",8.2,Adventure,5998.0,8.025790714425389
27205,Inception,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",8.1,Adventure,14075.0,8.025762345798062
157336,Interstellar,"['Adventure', 'Drama', 'Science Fiction']",8.1,Adventure,11187.0,8.007313129264615
122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",8.1,Adventure,8226.0,7.975621925540889
11,Star Wars,"['Adventure', 'Action', 'Science Fiction']",8.1,Adventure,6778.0,7.950649733109277
120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",8.0,Adventure,8892.0,7.889157824917875
121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",8.0,Adventure,7641.0,7.871985866895864
105,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",8.0,Adventure,6239.0,7.845090045734168
118340,Guardians of the Galaxy,"['Action', 'Science Fiction', 'Adventure']",7.9,Adventure,10014.0,7.805214957425738
12445,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']",7.9,Adventure,6141.0,7.749381882157278
4935,ハウルの動く城,"['Fantasy', 'Animation', 'Adventure']",8.2,Adventure,2049.0,7.748725684729803
128,もののけ姫,"['Adventure', 'Fantasy', 'Animation']",8.2,Adventure,2041.0,7.747267020276405
98,Gladiator,"['Action', 'Drama', 'Adventure']",7.9,Adventure,5566.0,7.734947645864018
1892,Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']",7.9,Adventure,4763.0,7.709445040443352
14160,Up,"['Animation', 'Comedy', 'Family', 'Adventure']",7.8,Adventure,7048.0,7.673441041858341
177572,Big Hero 6,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",7.8,Adventure,6289.0,7.6591530381056225
62,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",7.9,Adventure,3075.0,7.617778818804247
673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'Family']",7.7,Adventure,6037.0,7.560374884126735
5915,Into the Wild,"['Adventure', 'Drama']",7.8,Adventure,3139.0,7.534980653563981
269149,Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']",7.7,Adventure,4961.0,7.532527502351085
85,Raiders of the Lost Ark,"['Adventure', 'Action']",7.7,Adventure,3949.0,7.493859428515652
286217,The Martian,"['Drama', 'Adventure', 'Science Fiction']",7.6,Adventure,7442.0,7.490793026305751
207703,Kingsman: The Secret Service,"['Crime', 'Comedy', 'Action', 'Adventure']",7.6,Adventure,6069.0,7.467735795045995
100402,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Science Fiction']",7.6,Adventure,5881.0,7.463798238350609
329,Jurassic Park,"['Adventure', 'Science Fiction']",7.6,Adventure,4956.0,7.4404240955814664
283995,Guardians of the Galaxy Vol. 2,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",7.6,Adventure,4858.0,7.437468986240382
57158,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']",7.6,Adventure,4633.0,7.430251800904697
334533,Captain Fantastic,"['Adventure', 'Comedy', 'Drama', 'Romance']",7.9,Adventure,1569.0,7.405584560750926
140607,Star Wars: The Force Awakens,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",7.5,Adventure,7993.0,7.403083644853934
22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']",7.5,Adventure,7191.0,7.392889950843817
671,Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy', 'Family']",7.5,Adventure,7188.0,7.392847792598282
127585,X-Men: Days of Future Past,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.5,Adventure,6155.0,7.3760488503845965
674,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy', 'Family']",7.5,Adventure,5758.0,7.36810172402844
12444,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy', 'Family']",7.5,Adventure,5708.0,7.367027983585819
762,Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']",7.8,Adventure,1742.0,7.364837258816224
89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']",7.6,Adventure,3221.0,7.364674658053107
82702,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",7.6,Adventure,3163.0,7.36088014322605
24428,The Avengers,"['Science Fiction', 'Action', 'Adventure']",7.4,Adventure,12000.0,7.3378064882728085
293660,Deadpool,"['Action', 'Adventure', 'Comedy']",7.4,Adventure,11444.0,7.334895258055574
10191,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']",7.5,Adventure,4319.0,7.328168709275006
1726,Iron Man,"['Action', 'Science Fiction', 'Adventure']",7.4,Adventure,8951.0,7.317601052230592
101299,The Hunger Games: Catching Fire,"['Adventure', 'Action', 'Science Fiction']",7.4,Adventure,6656.0,7.29092889635883
8358,Cast Away,"['Adventure', 'Drama']",7.5,Adventure,3304.0,7.2815103999957485
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy', 'Family']",7.4,Adventure,5966.0,7.279169667997516
675,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy', 'Family', 'Mystery']",7.4,Adventure,5633.0,7.272537642192864
137106,The Lego Movie,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.5,Adventure,3127.0,7.270650344056193
767,Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy', 'Family']",7.4,Adventure,5435.0,7.268237497901534
9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",7.4,Adventure,5290.0,7.26489969866948
330459,Rogue One: A Star Wars Story,"['Action', 'Adventure', 'Science Fiction']",7.4,Adventure,5111.0,7.260538480646367
10674,Mulan,"['Animation', 'Family', 'Adventure']",7.6,Adventure,2089.0,7.259090715491123
587,Big Fish,"['Adventure', 'Fantasy', 'Drama']",7.6,Adventure,2064.0,7.255678893188192
13475,Star Trek,"['Science Fiction', 'Action', 'Adventure']",7.4,Adventure,4574.0,7.245584240252417
54138,Star Trek Into Darkness,"['Action', 'Adventure', 'Science Fiction']",7.4,Adventure,4479.0,7.242598386970101
578,Jaws,"['Horror', 'Thriller', 'Adventure']",7.5,Adventure,2628.0,7.233274289740073
76341,Mad Max: Fury Road,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",7.3,Adventure,9629.0,7.227465554524903
165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7.4,Adventure,3926.0,7.222634375042226
812,Aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",7.4,Adventure,3495.0,7.203177876096744
99861,Avengers: Age of Ultron,"['Action', 'Adventure', 'Science Fiction']",7.3,Adventure,6908.0,7.200583747641529
281957,The Revenant,"['Western', 'Drama', 'Adventure', 'Thriller']",7.3,Adventure,6558.0,7.19560724759498
109445,Frozen,"['Animation', 'Adventure', 'Family']",7.3,Adventure,5440.0,7.175738146949966
2493,The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",7.6,Adventure,1518.0,7.159367763926283
10386,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",7.6,Adventure,1470.0,7.148259388226945
19995,Avatar,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.2,Adventure,12114.0,7.145288960406766
808,Shrek,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.3,Adventure,4183.0,7.1419072720779955
18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",7.3,Adventure,3962.0,7.133959480251161
36557,Casino Royale,"['Adventure', 'Action', 'Thriller']",7.3,Adventure,3930.0,7.132741951233754
277834,Moana,"['Adventure', 'Animation', 'Family']",7.3,Adventure,3471.0,7.11308217034164
601,E.T. the Extra-Terrestrial,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",7.3,Adventure,3359.0,7.107562846080702
87827,Life of Pi,"['Adventure', 'Drama', 'Action']",7.2,Adventure,5912.0,7.091819394135535
259316,Fantastic Beasts and Where to Find Them,"['Adventure', 'Family', 'Fantasy']",7.2,Adventure,5612.0,7.086451517562703
10515,天空の城ラピュタ,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",7.8,Adventure,877.0,7.077716151932954
297762,Wonder Woman,"['Action', 'Adventure', 'Fantasy']",7.2,Adventure,5025.0,7.074241779663693
947,Lawrence of Arabia,"['Adventure', 'Drama', 'History', 'War']",7.8,Adventure,870.0,7.073838861337503
313297,Kubo and the Two Strings,"['Animation', 'Adventure', 'Family']",7.7,Adventure,982.0,7.061925053096119
630,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",7.4,Adventure,1689.0,7.035744642102735
581,Dances with Wolves,"['Adventure', 'Drama', 'Western']",7.6,Adventure,1084.0,7.03338990460086
271110,Captain America: Civil War,"['Adventure', 'Action', 'Science Fiction']",7.1,Adventure,7462.0,7.018551909217845
106,Predator,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",7.3,Adventure,2129.0,7.015211032065589
9340,The Goonies,"['Adventure', 'Comedy', 'Family']",7.4,Adventure,1563.0,7.012762080713122
10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5,Adventure,1206.0,7.0020035824293325
284052,Doctor Strange,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.1,Adventure,5880.0,6.998144737913225
5925,The Great Escape,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",7.8,Adventure,731.0,6.9871981761236945
49538,X-Men: First Class,"['Action', 'Science Fiction', 'Adventure']",7.1,Adventure,5252.0,6.986895159195234
122917,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",7.1,Adventure,4884.0,6.979068423314047
82690,Wreck-It Ralph,"['Family', 'Animation', 'Comedy', 'Adventure']",7.1,Adventure,4656.0,6.973651448955619
81,風の谷のナウシカ,"['Adventure', 'Animation', 'Fantasy']",7.7,Adventure,808.0,6.972532910776251
387426,Okja,"['Adventure', 'Drama', 'Fantasy', 'Science Fiction']",7.7,Adventure,795.0,6.96483797818072
11970,Hercules,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",7.3,Adventure,1741.0,6.964407298935219
387,Das Boot,"['Action', 'Drama', 'History', 'War', 'Adventure']",7.9,Adventure,623.0,6.96308975892536
1895,Star Wars: Episode III - Revenge of the Sith,"['Science Fiction', 'Adventure', 'Action']",7.1,Adventure,4200.0,6.9612183589089565
425,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']",7.1,Adventure,3954.0,6.953437984317253
16320,Serenity,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",7.4,Adventure,1287.0,6.9506600088228385
22538,Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']",7.2,Adventure,2185.0,6.93787165910046
49051,The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']",7.0,Adventure,8427.0,6.932319814375816
177677,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']",7.1,Adventure,3274.0,6.926560376263243
871,Planet of the Apes,"['Science Fiction', 'Adventure', 'Drama', 'Action']",7.5,Adventure,958.0,6.913280082747201
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7.1,Adventure,2978.0,6.911514031413864
102899,Ant-Man,"['Science Fiction', 'Action', 'Adventure']",7.0,Adventure,6029.0,6.90720808837755
10528,Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Mystery']",7.0,Adventure,5883.0,6.905063459741033
129,千と千尋の神隠し,"['Fantasy', 'Adventure', 'Animation', 'Family']",8.3,Fantasy,3968.0,8.035594246975036
